Stim	Lux	Yellow	Red	Blue	Blue2	Trig
1	61.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	1
1	65.0	1800	0	0	0	0
1	27.0	1800	0	0	0	0
1	27.0	1800	0	0	0	0
1	27.0	1800	0	0	0	0
1	27.0	1800	0	0	0	0
2	41.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	65.0	1800	0	0	0	1
2	39.0	1800	0	0	0	0
2	27.0	1800	0	0	0	0
2	27.0	1800	0	0	0	0
2	27.0	1800	0	0	0	0
2	27.0	1800	0	0	0	0
3	27.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
3	65.0	1800	0	0	0	1
