SubID,Red,Green,RunNumber,session,PartType,Date,FolderOrg
MET020,1489.0,1124.0,3,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1931.0,1146.0,4,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2087.0,849.0,5,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1885.0,924.0,6,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1839.0,1012.0,7,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1886.0,1038.0,8,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2068.0,811.0,9,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1730.0,1006.0,10,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2044.0,961.0,11,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1654.0,1140.0,12,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1782.0,736.0,13,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2148.0,762.0,14,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1854.0,965.0,15,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1695.0,1036.0,16,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1554.0,894.0,17,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2103.0,1167.0,18,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,1519.0,1226.0,19,2,1,23_APR_25,S20b_Beh_23_APR_25
MET020,2760.0,628.0,20,2,1,23_APR_25,S20b_Beh_23_APR_25
MET001,1708.0,689.0,1,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,2289.0,1094.0,2,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1930.0,1022.0,3,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,2136.0,1081.0,4,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1737.0,836.0,5,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1940.0,716.0,6,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1967.0,836.0,7,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,2077.0,1058.0,8,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1660.0,739.0,9,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1659.0,827.0,10,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1522.0,683.0,11,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1863.0,890.0,12,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1647.0,777.0,13,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1861.0,979.0,14,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1954.0,956.0,15,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1990.0,998.0,16,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1656.0,762.0,17,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1947.0,1045.0,18,2,1,23_APR_25,S01b_Beh_24_APR_25
MET001,1941.0,877.0,19,2,1,23_APR_25,S01b_Beh_24_APR_25
MET021,2316.0,699.0,1,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2179.0,952.0,2,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2146.0,964.0,3,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2095.0,919.0,4,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2034.0,835.0,5,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1878.0,730.0,6,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2422.0,692.0,7,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1845.0,793.0,8,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2101.0,812.0,9,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1672.0,754.0,10,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2010.0,740.0,11,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1821.0,808.0,12,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2384.0,905.0,13,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1819.0,779.0,14,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,1831.0,869.0,15,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2266.0,1021.0,16,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2630.0,799.0,17,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2174.0,741.0,18,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2347.0,756.0,19,2,1,24_APR_25,S21b_Beh_24_APR_25
MET021,2381.0,654.0,20,2,1,24_APR_25,S21b_Beh_24_APR_25
MET023,1820.0,777.0,1,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2677.0,1005.0,2,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1655.0,639.0,3,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1840.0,692.0,4,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2803.0,972.0,5,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1578.0,730.0,6,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2111.0,754.0,7,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1864.0,706.0,8,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2357.0,816.0,9,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2220.0,754.0,10,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2102.0,750.0,11,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2373.0,840.0,12,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1671.0,698.0,13,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1799.0,838.0,14,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,1621.0,642.0,15,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2217.0,840.0,16,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2551.0,899.0,17,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2135.0,918.0,18,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2399.0,895.0,19,2,1,28_APR_25,S23b_Beh_28_APR_25
MET023,2486.0,935.0,20,2,1,28_APR_25,S23b_Beh_28_APR_25
MET024,2309.0,803.0,1,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1952.0,716.0,2,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2090.0,825.0,3,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2087.0,805.0,4,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1998.0,856.0,5,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2141.0,753.0,6,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2283.0,925.0,7,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1947.0,788.0,8,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2175.0,796.0,9,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2037.0,1116.0,10,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1843.0,816.0,11,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,2474.0,916.0,12,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1946.0,795.0,13,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1944.0,734.0,14,2,1,29_APR_25,S24b_Beh_29_APR_25
MET024,1808.0,819.0,15,2,1,29_APR_25,S24b_Beh_29_APR_25
MET025,1849.0,1012.0,1,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1439.0,1203.0,2,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1166.0,1158.0,3,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1358.0,666.0,4,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1323.0,675.0,5,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1984.0,1063.0,6,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET025,1159.0,1361.0,7,1,3,29_APR_25,S25_Beh_29_APR_25PD
MET026,1546.0,775.0,1,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2163.0,1023.0,2,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2259.0,1340.0,3,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1765.0,1085.0,4,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2697.0,991.0,5,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2192.0,1266.0,6,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1793.0,809.0,7,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2664.0,1415.0,8,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2051.0,1268.0,9,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2010.0,1455.0,10,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2260.0,1639.0,11,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1725.0,654.0,12,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1875.0,1663.0,13,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1938.0,793.0,14,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2379.0,845.0,15,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2290.0,826.0,16,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2314.0,852.0,17,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2681.0,958.0,18,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,1458.0,646.0,19,1,1,29_APR_25,S26_Beh_29_APR_25
MET026,2628.0,893.0,20,1,1,29_APR_25,S26_Beh_29_APR_25
MET012,1959.0,801.0,1,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1893.0,838.0,2,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1884.0,809.0,3,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2041.0,844.0,4,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1928.0,819.0,5,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2185.0,940.0,6,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2017.0,855.0,7,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1779.0,736.0,8,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1878.0,815.0,9,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1844.0,838.0,10,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2006.0,831.0,11,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1927.0,877.0,12,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1911.0,917.0,13,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1872.0,894.0,14,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1771.0,734.0,15,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2138.0,885.0,16,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2021.0,901.0,17,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,2436.0,1170.0,18,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1716.0,745.0,19,2,1,30_APR_25,S12b_Beh_30_APR_25
MET012,1911.0,877.0,20,2,1,30_APR_25,S12b_Beh_30_APR_25
MET000,1670.0,684.0,1,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,2034.0,866.0,2,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1686.0,826.0,3,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1489.0,652.0,4,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1867.0,837.0,5,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1825.0,716.0,6,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1771.0,689.0,7,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,2016.0,813.0,8,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,2059.0,962.0,9,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1714.0,734.0,10,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1883.0,733.0,11,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1911.0,789.0,12,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1887.0,760.0,13,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1803.0,689.0,14,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1929.0,880.0,15,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,2102.0,787.0,16,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1747.0,767.0,17,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1836.0,770.0,18,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1697.0,860.0,19,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1972.0,832.0,20,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1854.0,817.0,21,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1884.0,768.0,22,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1919.0,809.0,23,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,2000.0,884.0,24,1,1,01_MAY,S00_Beh_01_MAY_25
MET000,1604.0,641.0,25,1,1,01_MAY,S00_Beh_01_MAY_25
MET009,1843.0,999.0,1,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,2341.0,1336.0,2,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1634.0,944.0,3,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1602.0,1020.0,4,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1847.0,982.0,5,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1719.0,992.0,6,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1464.0,924.0,7,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1674.0,890.0,8,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,2069.0,1231.0,9,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1905.0,999.0,10,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1874.0,1072.0,11,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1805.0,978.0,12,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1779.0,980.0,13,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1890.0,951.0,14,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET009,1681.0,954.0,15,2,1,02_MAY_25,S09b_Beh_02_MAY_25
MET006,2199.0,767.0,1,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2013.0,790.0,2,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2190.0,1021.0,3,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2347.0,855.0,4,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2098.0,890.0,5,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2937.0,1125.0,6,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2360.0,1074.0,7,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,1503.0,709.0,8,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2174.0,837.0,9,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,1673.0,736.0,10,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2402.0,782.0,11,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,1733.0,819.0,12,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,1887.0,888.0,13,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2138.0,830.0,14,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2160.0,789.0,15,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET006,2111.0,988.0,16,3,1,02_MAY_25,S06c_Beh_02_MAY_25
MET025,1462.0,839.0,1,2,3,06_MAY_25,S25b_Beh_06_MAY_25PD
MET025,1572.0,888.0,2,2,3,06_MAY_25,S25b_Beh_06_MAY_25PD
MET025,1389.0,1221.0,3,2,3,06_MAY_25,S25b_Beh_06_MAY_25PD
MET025,2847.0,1575.0,4,2,3,06_MAY_25,S25b_Beh_06_MAY_25PD
MET025,1661.0,764.0,5,2,3,06_MAY_25,S25b_Beh_06_MAY_25PD
MET027,1934.0,839.0,1,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2437.0,917.0,2,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2223.0,958.0,3,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2538.0,893.0,4,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2555.0,904.0,5,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2407.0,880.0,6,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1303.0,665.0,7,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2722.0,853.0,8,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1583.0,738.0,9,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1780.0,815.0,10,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1646.0,728.0,11,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2570.0,1068.0,12,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1738.0,679.0,13,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1646.0,873.0,14,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1652.0,697.0,15,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2193.0,757.0,16,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2938.0,1188.0,17,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2163.0,783.0,18,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2646.0,1060.0,19,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,946.0,367.0,20,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2489.0,871.0,21,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2779.0,1184.0,22,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,1560.0,802.0,23,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2193.0,696.0,24,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET027,2803.0,799.0,25,1,1,07_MAY_25,S27_Beh_07_MAY_25
MET023,2060.0,741.0,1,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1659.0,689.0,2,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1851.0,728.0,3,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1840.0,696.0,4,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,2330.0,859.0,5,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1703.0,738.0,6,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1656.0,669.0,7,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,2114.0,852.0,8,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1907.0,812.0,9,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1665.0,697.0,10,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,2104.0,809.0,11,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1898.0,809.0,12,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,2045.0,819.0,13,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,2192.0,802.0,14,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET023,1927.0,749.0,15,3,1,07_MAY_25,S23c_Beh_07_MAY_24
MET000,1929.0,696.0,1,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1848.0,847.0,2,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1752.0,796.0,3,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2231.0,985.0,4,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1959.0,847.0,5,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1753.0,723.0,6,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1535.0,654.0,7,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1954.0,673.0,8,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1725.0,677.0,9,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2084.0,828.0,10,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1688.0,734.0,11,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2337.0,913.0,12,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2022.0,597.0,13,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1790.0,690.0,14,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2341.0,970.0,15,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1639.0,752.0,16,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1817.0,657.0,17,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1576.0,776.0,18,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1642.0,775.0,19,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1475.0,655.0,20,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1886.0,720.0,21,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1899.0,753.0,22,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,2273.0,758.0,23,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1641.0,731.0,24,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET000,1833.0,836.0,25,2,1,12_MAY_25,S00b_Beh_12_MAY_25
MET027,1995.0,798.0,1,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2223.0,900.0,2,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,1782.0,618.0,3,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2228.0,898.0,4,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2034.0,737.0,5,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2096.0,963.0,6,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2360.0,951.0,7,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2115.0,901.0,8,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2396.0,962.0,9,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2087.0,879.0,10,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,1878.0,775.0,11,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,1893.0,716.0,12,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,1994.0,771.0,13,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,2379.0,821.0,14,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET027,1906.0,838.0,15,2,1,12_MAY_25,S27b_Beh_12_MAY_25
MET000,2004.0,685.0,1,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1799.0,753.0,2,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1629.0,696.0,3,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1515.0,676.0,4,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,2108.0,826.0,5,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1763.0,722.0,6,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1755.0,653.0,7,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1529.0,672.0,8,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1824.0,768.0,9,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1638.0,721.0,10,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,2099.0,734.0,11,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1997.0,716.0,12,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,2103.0,896.0,13,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1754.0,680.0,14,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1895.0,872.0,15,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1916.0,826.0,16,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1689.0,767.0,17,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1846.0,1026.0,18,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1793.0,750.0,19,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1866.0,749.0,20,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1875.0,827.0,21,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1579.0,837.0,22,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,2207.0,985.0,23,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,2130.0,750.0,24,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET000,1743.0,707.0,25,3,1,13_MAY_25,S00c_Beh_13_MAY_25
MET025,2514.0,1725.0,1,3,3,13_MAY_25,S25c_Beh_13_MAY_25PD
MET025,1728.0,964.0,2,3,3,13_MAY_25,S25c_Beh_13_MAY_25PD
MET025,941.0,610.0,3,3,3,13_MAY_25,S25c_Beh_13_MAY_25PD
MET025,949.0,774.0,4,3,3,13_MAY_25,S25c_Beh_13_MAY_25PD
MET003,2029.0,824.0,1,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2196.0,874.0,2,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2755.0,1050.0,3,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2160.0,903.0,4,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2264.0,850.0,5,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2022.0,905.0,6,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2138.0,913.0,7,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,1902.0,680.0,8,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2007.0,810.0,9,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2625.0,1032.0,10,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2258.0,843.0,11,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2219.0,805.0,12,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2009.0,850.0,13,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,1903.0,681.0,14,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2099.0,761.0,15,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET003,2218.0,953.0,16,3,1,14_MAY_25,S03c_Beh_14_MAY_25
MET004,1884.0,803.0,1,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1797.0,852.0,2,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1749.0,821.0,3,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1813.0,884.0,4,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1942.0,815.0,5,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1990.0,761.0,6,3,1,14_MAY_25,S04c_Beh_14_MAY_25
MET004,1998.0,767.0,7,3,1,14_MAY_25,S04c_Beh_14_MAY_25
