Stim	HueR	HueG	HueB	HueC	HueCT	HueLux	Yellow	Red	Green	Trig
7	503	1079	563	2197	5339	884.0	2400	0	666	1
7	505	1079	564	2201	5655	1127.0	2400	0	666	1
7	503	1079	563	2197	5646	1126.0	2400	0	666	1
7	505	1079	564	2201	5655	1127.0	2400	0	666	1
7	503	1079	563	2198	5646	1126.0	2400	0	666	1
7	505	1079	564	2200	5655	1127.0	2400	0	666	1
7	504	1079	564	2198	5646	1126.0	2400	0	666	1
7	505	1079	564	2200	5654	1126.0	2400	0	666	1
7	504	1079	564	2199	5646	1126.0	2400	0	666	1
7	504	1080	564	2199	5654	1126.0	2400	0	666	1
7	504	1078	563	2198	5654	1128.0	2400	0	666	1
7	505	1080	564	2201	5647	1125.0	2400	0	666	1
7	504	1078	563	2197	5646	1127.0	2400	0	666	1
7	505	1080	564	2201	5647	1125.0	2400	0	666	1
7	504	1078	563	2197	5646	1127.0	2400	0	666	1
7	505	1080	564	2201	5647	1125.0	2400	0	666	1
7	503	1079	563	2197	5646	1127.0	2400	0	666	1
7	505	1079	564	2200	5655	1127.0	2400	0	666	1
7	503	1079	563	2197	5646	1126.0	2400	0	666	1
7	505	1079	564	2200	5655	1127.0	2400	0	666	1
7	503	1078	563	2196	5646	1126.0	2400	0	666	1
7	505	1079	564	2201	5655	1126.0	2400	0	666	1
7	503	1078	563	2195	5646	1126.0	2400	0	666	1
7	505	1079	564	2201	5655	1126.0	2400	0	666	1
7	503	1078	563	2196	5646	1126.0	2400	0	666	1
7	505	1079	564	2201	5655	1126.0	2400	0	666	0
7	503	1078	563	2196	5646	1126.0	2400	0	666	0
7	363	362	271	1027	5655	1126.0	2400	0	666	0
7	359	343	263	994	4235	255.0	2400	0	666	0
7	357	341	262	989	4182	232.0	2400	0	666	0
7	359	343	263	994	4187	230.0	2400	0	666	0
7	358	341	262	990	4182	232.0	2400	0	666	0
8	359	342	263	994	4179	230.0	2400	355	444	1
8	747	699	433	1884	4182	230.0	2400	355	444	1
8	861	804	483	2147	3599	543.0	2400	355	444	1
8	860	803	483	2145	3528	635.0	2400	355	444	1
8	861	804	483	2146	3530	634.0	2400	355	444	1
8	860	803	483	2145	3526	635.0	2400	355	444	1
8	860	804	483	2145	3530	634.0	2400	355	444	1
8	860	804	483	2146	3528	636.0	2400	355	444	1
8	860	803	482	2144	3530	636.0	2400	355	444	1
8	860	804	483	2146	3526	635.0	2400	355	444	1
8	860	803	482	2143	3530	636.0	2400	355	444	1
8	861	804	483	2147	3524	635.0	2400	355	444	1
8	859	803	482	2143	3528	635.0	2400	355	444	1
8	861	804	483	2147	3528	635.0	2400	355	444	1
8	861	804	483	2147	3528	635.0	2400	355	444	1
8	859	803	482	2143	3528	635.0	2400	355	444	1
8	861	804	483	2147	3528	635.0	2400	355	444	1
8	859	803	482	2143	3528	635.0	2400	355	444	1
8	861	804	483	2148	3528	635.0	2400	355	444	1
8	860	803	482	2143	3528	635.0	2400	355	444	1
8	861	805	483	2148	3524	635.0	2400	355	444	1
8	860	802	482	2143	3528	637.0	2400	355	444	1
8	861	805	484	2149	3526	633.0	2400	355	444	1
8	860	802	482	2143	3532	636.0	2400	355	444	1
8	861	805	483	2148	3526	633.0	2400	355	444	1
8	859	803	482	2143	3528	637.0	2400	355	444	1
8	861	804	483	2148	3528	635.0	2400	355	444	1
8	860	803	482	2144	3528	635.0	2400	355	444	0
8	861	804	483	2146	3526	635.0	2400	355	444	0
8	370	352	267	1018	3526	635.0	2400	355	444	0
8	358	341	262	991	4140	240.0	2400	355	444	0
8	359	342	262	993	4179	230.0	2400	355	444	0
8	359	342	263	993	4171	231.0	2400	355	444	0
8	357	341	261	989	4182	230.0	2400	355	444	0
9	359	342	263	994	4176	231.0	2400	711	222	1
9	1237	506	398	2082	4182	230.0	2400	711	222	1
9	1487	554	439	2397	2554	105.0	2400	711	222	1
9	1486	552	437	2392	2439	70.0	2400	711	222	1
9	1487	555	439	2397	2435	68.0	2400	711	222	1
9	1486	552	437	2392	2437	71.0	2400	711	222	1
9	1488	555	439	2399	2435	68.0	2400	711	222	1
9	1486	552	437	2391	2438	71.0	2400	711	222	1
9	1489	555	439	2400	2433	68.0	2400	711	222	1
9	1485	552	437	2391	2438	71.0	2400	711	222	1
9	1489	555	439	2400	2435	69.0	2400	711	222	1
9	1484	552	437	2390	2438	71.0	2400	711	222	1
9	1489	555	439	2399	2436	69.0	2400	711	222	1
9	1484	552	437	2391	2436	71.0	2400	711	222	1
9	1489	554	439	2399	2436	69.0	2400	711	222	1
9	1485	553	437	2392	2438	69.0	2400	711	222	1
9	1488	554	438	2398	2435	70.0	2400	711	222	1
9	1488	554	438	2397	2436	70.0	2400	711	222	1
9	1485	553	438	2393	2436	70.0	2400	711	222	1
9	1487	553	438	2396	2438	70.0	2400	711	222	1
9	1485	554	438	2395	2437	69.0	2400	711	222	1
9	1487	553	438	2395	2438	71.0	2400	711	222	1
9	1486	554	438	2396	2437	69.0	2400	711	222	1
9	1487	553	438	2394	2437	71.0	2400	711	222	1
9	1486	554	439	2396	2435	69.0	2400	711	222	1
9	1486	552	437	2392	2440	70.0	2400	711	222	1
9	1487	555	439	2398	2435	68.0	2400	711	222	1
9	1485	552	437	2392	2439	71.0	2400	711	222	0
9	1489	555	439	2400	2435	69.0	2400	711	222	0
9	357	340	261	988	2438	71.0	2400	711	222	0
9	360	343	263	995	4176	229.0	2400	711	222	0
9	357	340	261	988	4174	232.0	2400	711	222	0
9	360	343	263	995	4176	229.0	2400	711	222	0
9	357	340	261	988	4174	232.0	2400	711	222	0
10	359	343	263	995	4176	229.0	2400	1066	0	1
