Stim	HueR	HueG	HueB	HueC	HueCT	HueLux	Yellow	Red	Green	Trig
9	2223	919	546	3708	2326	329.0	2400	711	222	1
9	2216	919	547	3702	2331	330.0	2400	711	222	1
9	2214	917	545	3695	2328	329.0	2400	711	222	1
9	2216	919	547	3702	2331	330.0	2400	711	222	1
9	2214	917	545	3695	2328	329.0	2400	711	222	1
9	2260	933	553	3765	2323	334.0	2400	711	222	1
9	2287	939	556	3801	2317	332.0	2400	711	222	1
9	2285	941	557	3803	2319	335.0	2400	711	222	1
9	2287	939	556	3801	2317	332.0	2400	711	222	1
9	2285	941	557	3802	2319	335.0	2400	711	222	1
9	2287	939	556	3801	2317	332.0	2400	711	222	1
9	2285	940	557	3802	2319	334.0	2400	711	222	1
9	2287	939	556	3802	2317	332.0	2400	711	222	1
9	2284	940	557	3801	2320	334.0	2400	711	222	1
9	2288	939	556	3802	2316	332.0	2400	711	222	1
9	2288	940	556	3803	2316	333.0	2400	711	222	1
9	2216	919	546	3701	2329	331.0	2400	711	222	1
9	2215	917	545	3698	2328	329.0	2400	711	222	1
9	2216	918	546	3699	2329	329.0	2400	711	222	1
9	2215	918	546	3698	2330	330.0	2400	711	222	1
9	2224	921	547	3711	2328	331.0	2400	711	222	1
9	2215	918	546	3699	2330	330.0	2400	711	222	1
9	2215	918	546	3698	2330	330.0	2400	711	222	1
9	2215	918	546	3700	2330	330.0	2400	711	222	1
9	2214	917	545	3697	2328	329.0	2400	711	222	1
9	2215	918	546	3700	2330	330.0	2400	711	222	1
9	2214	917	545	3696	2328	329.0	2400	711	222	1
9	2221	920	547	3709	2329	330.0	2400	711	222	1
9	2276	936	554	3786	2318	332.0	2400	711	222	1
9	2287	941	557	3804	2318	335.0	2400	711	222	0
9	2285	938	556	3798	2318	331.0	2400	711	222	0
9	4133	1510	837	6490	2162	428.0	2400	711	222	0
9	4131	1507	836	6482	2162	425.0	2400	711	222	0
9	4131	1509	836	6486	2162	428.0	2400	711	222	0
10	4130	1509	837	6485	2163	428.0	2400	1066	0	1
10	2696	1064	618	4395	2264	351.0	2400	1066	0	1
10	2491	855	550	3880	2222	138.0	2400	1066	0	1
10	2480	850	547	3861	2221	136.0	2400	1066	0	1
10	2550	869	557	3960	2213	136.0	2400	1066	0	1
10	2565	871	558	3976	2209	133.0	2400	1066	0	1
10	2560	871	559	3973	2213	134.0	2400	1066	0	1
10	2565	871	558	3976	2209	133.0	2400	1066	0	1
10	2561	871	559	3973	2212	134.0	2400	1066	0	1
10	2564	871	558	3976	2210	133.0	2400	1066	0	1
10	2552	869	557	3961	2213	135.0	2400	1066	0	1
10	2563	871	558	3975	2211	134.0	2400	1066	0	1
10	2563	871	559	3975	2211	133.0	2400	1066	0	1
10	2561	871	558	3973	2211	134.0	2400	1066	0	1
10	2564	871	559	3976	2211	133.0	2400	1066	0	1
10	2560	871	558	3972	2212	135.0	2400	1066	0	1
10	2481	851	547	3864	2222	137.0	2400	1066	0	1
10	2481	852	548	3866	2224	138.0	2400	1066	0	1
10	2482	852	548	3866	2222	137.0	2400	1066	0	1
10	2480	851	547	3863	2222	137.0	2400	1066	0	1
10	2482	852	548	3867	2223	137.0	2400	1066	0	1
10	2480	851	547	3862	2221	137.0	2400	1066	0	1
10	2482	852	548	3867	2223	137.0	2400	1066	0	1
10	2480	850	547	3862	2222	136.0	2400	1066	0	1
10	2482	853	548	3868	2223	139.0	2400	1066	0	1
10	2480	850	547	3862	2222	136.0	2400	1066	0	1
10	2501	857	551	3894	2222	137.0	2400	1066	0	1
10	2562	870	558	3972	2210	132.0	2400	1066	0	1
10	2564	872	559	3978	2212	134.0	2400	1066	0	1
10	2561	870	557	3970	2209	134.0	2400	1066	0	1
10	2555	870	558	3966	2213	135.0	2400	1066	0	1
10	2559	870	557	3969	2210	134.0	2400	1066	0	1
10	2565	872	559	3980	2212	134.0	2400	1066	0	1
10	2559	870	557	3969	2210	134.0	2400	1066	0	1
10	2556	870	558	3967	2213	134.0	2400	1066	0	1
